sucursal,fecha,meses,margen,mean,std
1289,2019-08-31,17.8,-23290.0,8284.825,121968.79129085565
1292,2021-01-31,17.866666666666667,-152328.0,7112.266666666666,121888.22421980597
1293,2021-12-31,17.966666666666665,14870.0,5186.05,121293.89708159749
1277,2017-02-28,18.166666666666668,228498.0,9314.083333333334,122190.09304183714
1282,2018-08-31,18.2,-84264.0,10824.358333333334,121806.26581962415
1291,2020-02-29,18.233333333333334,31247.0,10938.866666666667,121712.34764562976
1288,2020-04-30,18.466666666666665,266303.0,13349.391666666666,120319.64111617148
1287,2020-01-31,18.5,33264.0,14694.15,120925.29896556008
1281,2018-06-30,18.633333333333333,-202229.0,15800.141666666666,121834.80456006753
1278,2017-09-30,18.666666666666668,164225.0,15041.225,122668.68893788206
1289,2019-09-30,18.8,-19882.0,15386.316666666668,122626.29559907882
1292,2021-02-28,18.8,-213826.0,14889.625,122767.45784277494
1293,2022-01-31,19.0,-22237.0,15333.266666666666,122746.79093956755
1277,2017-03-31,19.2,356523.0,13783.375,122927.9452401928
1282,2018-09-30,19.2,-76651.0,16425.275,126572.14924740997
1291,2020-03-31,19.266666666666666,27898.0,16863.783333333333,126724.47305683496
1287,2020-02-29,19.466666666666665,60880.0,17792.208333333332,125917.80364002405
1288,2020-05-31,19.5,196229.0,19757.175,126143.15507475151
1281,2018-07-31,19.666666666666668,-142352.0,21649.95,126430.63459368613
1278,2017-10-31,19.7,135688.0,25198.141666666666,126058.88759358741
1289,2019-10-31,19.833333333333332,-19748.0,24341.158333333333,126460.65728361913
1292,2021-03-31,19.833333333333332,-182206.0,24929.75,126219.68165715858
1277,2017-04-30,20.2,240463.0,25116.9,126081.90774377284
1282,2018-10-31,20.233333333333334,-72152.0,25088.35,126088.25040933926
1291,2020-04-30,20.266666666666666,55594.0,24558.791666666668,126189.89678444479
1287,2020-03-31,20.5,70234.0,27262.916666666668,128443.87796988446
1288,2020-06-30,20.5,75486.0,26993.858333333334,128353.03960707253
1278,2017-11-30,20.7,163712.0,28074.675,127471.00067259734
1281,2018-08-31,20.7,-131968.0,28558.691666666666,127869.30580809964
1289,2019-11-30,20.833333333333332,1706.0,29331.775,127756.1179676302
1292,2021-04-30,20.833333333333332,-7115.0,30023.591666666667,126919.0900914381
1277,2017-05-31,21.233333333333334,220293.0,33588.975,126380.1335660627
1282,2018-11-30,21.233333333333334,-70077.0,33927.48333333333,126438.29238669582
