sucursal,fecha,meses,margen,mean,std
1296,2021-08-31,9.666666666666666,-62800.0,6530.341666666666,91761.54387236663
1292,2020-05-31,9.7,-149602.0,4295.708333333333,90831.5636195353
1289,2018-12-31,9.7,-156291.0,4905.1,91002.41956460153
1300,2022-01-31,9.733333333333333,-62578.0,6133.141666666666,89544.92991472795
1297,2021-11-30,9.733333333333333,16972.0,6731.025,88751.15010967063
1293,2021-04-30,9.8,8179.0,8407.133333333333,88761.5937227389
1302,2022-01-31,9.966666666666667,-86439.0,10503.975,89491.2097985107
1298,2021-09-30,9.966666666666667,-61677.0,10206.908333333333,89493.72179294405
1291,2019-06-30,10.1,68632.0,11065.108333333334,90090.56112496855
1282,2017-12-31,10.1,113402.0,10660.166666666666,90193.82320084586
1294,2021-06-30,10.233333333333333,28913.0,12208.958333333334,90178.23626717682
1287,2019-05-31,10.333333333333334,-44066.0,12584.9,90243.20344960644
1288,2019-08-31,10.366666666666667,97530.0,12191.833333333334,90594.53280231357
1295,2021-10-31,10.566666666666666,185409.0,11216.225,91187.05797687721
1281,2017-10-31,10.566666666666666,-3822.0,12906.425,91901.58659685662
1278,2017-01-31,10.6,42387.0,12856.108333333334,91906.03937798554
1299,2022-01-31,10.6,40805.0,14446.425,91621.749993437
1296,2021-09-30,10.666666666666666,-9794.0,15419.358333333334,91855.81308904011
1292,2020-06-30,10.7,-188735.0,14981.025,91828.83357231253
1289,2019-01-31,10.733333333333333,-37924.0,16345.675,93683.72423383933
1297,2021-12-31,10.766666666666667,-49917.0,15644.091666666667,92534.80363861429
1293,2021-05-31,10.833333333333334,61873.0,14538.016666666666,92701.61321894392
1298,2021-10-31,11.0,12315.0,14915.45,92738.91941158107
1291,2019-07-31,11.133333333333333,100513.0,12649.558333333332,92280.44943757007
1282,2018-01-31,11.133333333333333,-3207.0,14376.866666666667,92329.23468542083
1294,2021-07-31,11.266666666666667,26394.0,14259.716666666667,92341.70413892301
1287,2019-06-30,11.333333333333334,-20204.0,15875.833333333334,91177.3457751093
1288,2019-09-30,11.366666666666667,111724.0,18879.991666666665,89050.35194760056
1278,2017-02-28,11.533333333333333,53396.0,20064.458333333332,90790.36724418728
1295,2021-11-30,11.566666666666666,223128.0,20368.166666666668,90771.30689532126
1281,2017-11-30,11.566666666666666,16485.0,19627.858333333334,91429.84257808668
1289,2019-02-28,11.666666666666666,-36911.0,20528.308333333334,91553.06568248881
1296,2021-10-31,11.7,8914.0,20133.033333333333,91584.70381449512
